650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,Midpt
0.292997837,0.292940378,0.292882919,0.29293859,0.292994261,0.293090224,0.293186188,0.293313384,0.29344058,0.293619275,0.29379797,0.293910027,0.294022083,0.294168234,0.294314384,0.294381142,0.294447899,0.294362664,0.29427743,0.29400444,0.293731451,0.293318748,0.292906046,0.29234612,0.291786194,0.290943861,0.290101528,0.289115071,0.288128614,0.286996365,0.285864115,0.284519792,0.283175468,0.281670213,0.280164957,0.278581858,0.276998758,0.275442362,0.273885965,0.272236347,0.270586729,0.26892817,0.267269611,0.265645981,0.26402235,0.262424827,0.260827303,0.259233832,0.257640362,0.256136417,0.254632473,0.5
0.335978746,0.335874557,0.335770369,0.335701942,0.335633516,0.33567512,0.335716724,0.335799098,0.335881472,0.336003184,0.336124897,0.33611238,0.336099863,0.336189508,0.336279154,0.336226225,0.336173296,0.336030006,0.335886717,0.335543752,0.335200787,0.334693313,0.334185839,0.333504558,0.332823277,0.33192575,0.331028223,0.329956055,0.328883886,0.327666163,0.326448441,0.324985027,0.323521614,0.321988702,0.32045579,0.318803906,0.317152023,0.315495372,0.31383872,0.312127233,0.310415745,0.308739781,0.307063818,0.305429816,0.303795815,0.302137494,0.300479174,0.298864961,0.297250748,0.295706034,0.29416132,1.5
0.294313669,0.294193387,0.294073105,0.294148326,0.294223547,0.294282675,0.294341803,0.294403672,0.294465542,0.294626832,0.294788122,0.294854164,0.294920206,0.295024395,0.295128584,0.295138597,0.295148611,0.295006037,0.294863462,0.294553638,0.294243813,0.293744564,0.293245316,0.29261446,0.291983604,0.291110516,0.290237427,0.289212704,0.288187981,0.287008405,0.285828829,0.284477711,0.283126593,0.281611323,0.280096054,0.278501391,0.276906729,0.275325298,0.273743868,0.272102118,0.270460367,0.268821478,0.267182589,0.265610218,0.264037848,0.262446404,0.260854959,0.259299159,0.257743359,0.256261706,0.254780054,2.5
0.331722975,0.331615925,0.331508875,0.331509709,0.331510544,0.331498504,0.331486464,0.331560612,0.33163476,0.331766009,0.331897259,0.331907272,0.331917286,0.331967115,0.332016945,0.331968546,0.331920147,0.331716895,0.331513643,0.331201434,0.330889225,0.33039844,0.329907656,0.329241157,0.328574657,0.327704191,0.326833725,0.325772285,0.324710846,0.323517919,0.322324991,0.320942998,0.319561005,0.318046451,0.316531897,0.314974785,0.313417673,0.311852455,0.310287237,0.308716297,0.307145357,0.305539131,0.303932905,0.302416205,0.300899506,0.299373627,0.297847748,0.296364427,0.294881105,0.293447852,0.292014599,3.5
0.319053888,0.319023609,0.31899333,0.318959594,0.318925858,0.319024801,0.319123745,0.319163442,0.319203138,0.31932807,0.319453001,0.319474816,0.319496632,0.319577575,0.319658518,0.319596291,0.319534063,0.319385648,0.319237232,0.318988085,0.318738937,0.318213344,0.31768775,0.317065835,0.31644392,0.315604925,0.31476593,0.31378603,0.312806129,0.311626077,0.310446024,0.309206843,0.307967663,0.306569457,0.305171251,0.303698659,0.302226067,0.300736785,0.299247503,0.297779083,0.296310663,0.294854879,0.293399096,0.291975141,0.290551186,0.289143205,0.287735224,0.286326051,0.284916878,0.283642888,0.282368898,4.5
0.330329418,0.330207229,0.330085039,0.33012414,0.33016324,0.330245733,0.330328226,0.330453873,0.330579519,0.330709457,0.330839396,0.33097589,0.331112385,0.331169009,0.331225634,0.331235409,0.331245184,0.331084371,0.330923557,0.330675483,0.330427408,0.330005765,0.329584122,0.328912139,0.328240156,0.327423811,0.326607466,0.325597286,0.324587107,0.323405623,0.32222414,0.320842147,0.319460154,0.318013906,0.316567659,0.31503129,0.313494921,0.311937332,0.310379744,0.3088274,0.307275057,0.305701613,0.30412817,0.30262363,0.301119089,0.299642801,0.298166513,0.29673481,0.295303106,0.293913007,0.292522907,5.5
0.305990219,0.305962682,0.305935144,0.305988789,0.306042433,0.306126475,0.306210518,0.306373596,0.306536674,0.306656957,0.306777239,0.306941867,0.307106495,0.307221413,0.30733633,0.307399869,0.307463408,0.307352543,0.307241678,0.306962132,0.306682587,0.306248546,0.305814505,0.305168152,0.304521799,0.303673863,0.302825928,0.301761985,0.300698042,0.299516439,0.298334837,0.296980977,0.295627117,0.294109941,0.292592764,0.291007757,0.28942275,0.287839413,0.286256075,0.284746408,0.283236742,0.281604886,0.27997303,0.278441787,0.276910543,0.275426269,0.273941994,0.272493362,0.271044731,0.269643068,0.268241405,6.5
0.337459087,0.337456465,0.337453842,0.337552786,0.33765173,0.337783217,0.337914705,0.338160634,0.338406563,0.338589907,0.338773251,0.339010119,0.339246988,0.339357138,0.339467287,0.339562774,0.33965826,0.339547276,0.339436293,0.33925581,0.339075327,0.338665843,0.338256359,0.337751508,0.337246656,0.336427927,0.335609198,0.33470273,0.333796263,0.332749605,0.331702948,0.330430984,0.329159021,0.327731371,0.32630372,0.324960709,0.323617697,0.3221668,0.320715904,0.319242001,0.317768097,0.316347361,0.314926624,0.31351769,0.312108755,0.310769558,0.309430361,0.308106422,0.306782484,0.305503845,0.304225206,7.5
0.302318573,0.302319169,0.302319765,0.302359223,0.302398682,0.302485466,0.30257225,0.302730083,0.302887917,0.303084373,0.30328083,0.303410053,0.303539276,0.303703427,0.303867579,0.303978443,0.304089308,0.30390799,0.303726673,0.303511977,0.303297281,0.302830815,0.302364349,0.301819921,0.301275492,0.300406098,0.299536705,0.298575401,0.297614098,0.296469688,0.295325279,0.293998599,0.292671919,0.291175842,0.289679766,0.288181543,0.286683321,0.285182238,0.283681154,0.282148361,0.280615568,0.279086232,0.277556896,0.276066661,0.274576426,0.273142815,0.271709204,0.270299554,0.268889904,0.267525554,0.266161203,9.5
