650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,Midpt,,,,,
0.0872,0.087293863,0.0874,0.087449551,0.0875,0.087700963,0.0879,0.08805573,0.0882,0.088480949,0.0887,0.088980198,0.0892,0.089425802,0.0896,0.089800715,0.09,0.08999002,0.09,0.089916587,0.0898,0.089631557,0.0894,0.089040756,0.0887,0.088101625,0.0876,0.086842537,0.0861,0.085309505,0.0845,0.083477378,0.0825,0.081336141,0.0802,0.079031348,0.0779,0.07667613,0.0755,0.074243784,0.073,0.071790934,0.0706,0.069371939,0.0682,0.067035556,0.0659,0.064774036,0.0636,0.062542915,0.0615,0.5,,,,,
0.0603,0.060415626,0.0605,0.06062603,0.0607,0.060863256,0.061,0.061165929,0.0613,0.061488748,0.0617,0.061764002,0.0619,0.06199491,0.0621,0.062236309,0.0623,0.062345028,0.0623,0.062301874,0.0623,0.062127948,0.062,0.061811447,0.0616,0.061379194,0.0611,0.060792923,0.0605,0.060096145,0.0597,0.059305787,0.0589,0.058353543,0.0578,0.057351589,0.0569,0.056393385,0.0559,0.055406451,0.0549,0.054417729,0.0539,0.053563476,0.0532,0.052737117,0.0523,0.051845551,0.0514,0.051003098,0.0506,2.5,,,,,
0.1275,0.127629638,0.1278,0.127863407,0.128,0.128117323,0.1283,0.12838769,0.1285,0.128645778,0.1288,0.128882408,0.129,0.129110694,0.1293,0.129287481,0.1293,0.129345298,0.1294,0.129353881,0.1293,0.129213929,0.1291,0.128953934,0.1288,0.128642678,0.1285,0.128245354,0.128,0.127813101,0.1276,0.12729013,0.127,0.126599908,0.1262,0.125877976,0.1255,0.125202298,0.1249,0.124510527,0.1241,0.123841286,0.1235,0.123208046,0.1229,0.122587323,0.1223,0.121990681,0.1217,0.12142241,0.1212,6.5,,,,,
0.041,0.040903091,0.0408,0.040709138,0.0406,0.040483594,0.0404,0.040272951,0.0402,0.040082216,0.04,0.039843082,0.0397,0.039559722,0.0394,0.039249778,0.0391,0.03887558,0.0387,0.038405657,0.0381,0.037837744,0.0375,0.037189603,0.0368,0.036459804,0.0361,0.035657883,0.0352,0.034782887,0.0343,0.03383255,0.0333,0.032773376,0.0322,0.03169179,0.0312,0.030677319,0.0302,0.029735565,0.0293,0.028797984,0.0283,0.027801037,0.0273,0.026819944,0.0263,0.025865912,0.0254,0.024961352,0.0245,8.5,,,,,
0.0306,0.030600667,0.0306,0.030493617,0.0304,0.03036356,0.0303,0.030234814,0.0302,0.030154228,0.0301,0.030033112,0.0299,0.029830337,0.0297,0.029603362,0.0295,0.029301882,0.0291,0.028910756,0.0287,0.028409123,0.0281,0.027823567,0.0275,0.027187347,0.0269,0.026452899,0.0261,0.025639415,0.0252,0.024764538,0.0243,0.023771405,0.0232,0.02276969,0.0223,0.021872401,0.0214,0.020972967,0.0205,0.020037889,0.0196,0.019132972,0.0187,0.018234849,0.0178,0.017362118,0.0169,0.016512513,0.0161,10.5,,,,,
0.0079,0.007894158,0.0079,0.007842898,0.0078,0.007774353,0.0078,0.007743597,0.0077,0.007698417,0.0077,0.007602692,0.0075,0.007476568,0.0074,0.007295728,0.0072,0.007029772,0.0069,0.006690264,0.0065,0.006283283,0.0061,0.005791903,0.0055,0.005212426,0.0049,0.004560232,0.0042,0.0038445,0.0035,0.0030756,0.0027,0.002276182,0.0019,0.001441836,0.001,0.000579,0.0001,-0.000294447,-0.0007,-0.001145482,-0.0016,-0.001964092,-0.0024,-0.00277257,-0.0032,-0.003557801,-0.0039,-0.004309654,-0.0047,12.5,,,,,
-0.0183,-0.018336058,-0.0184,-0.018491149,-0.0186,-0.018667459,-0.0187,-0.01879549,-0.0189,-0.018940449,-0.019,-0.019139409,-0.0193,-0.019366264,-0.0195,-0.019615412,-0.0198,-0.019946098,-0.0201,-0.020378351,-0.0206,-0.020884275,-0.0211,-0.021450877,-0.0218,-0.022074103,-0.0224,-0.02271986,-0.023,-0.023400187,-0.0238,-0.024194479,-0.0246,-0.025142431,-0.0257,-0.026086211,-0.0265,-0.026972532,-0.0274,-0.027857184,-0.0283,-0.028732061,-0.0292,-0.029594898,-0.03,-0.03043282,-0.0308,-0.031247377,-0.0316,-0.032028794,-0.0324,14.5,,,,,
0.0633,0.063320398,0.0633,0.063271523,0.0632,0.063217759,0.0632,0.063149691,0.0631,0.063092589,0.0631,0.062976241,0.0629,0.062835932,0.0628,0.062677264,0.0626,0.062433481,0.0623,0.062103629,0.0619,0.061665535,0.0614,0.06116879,0.0609,0.060590744,0.0603,0.059938312,0.0596,0.059239268,0.0589,0.058478713,0.0581,0.057613015,0.0571,0.056722045,0.0563,0.055871606,0.0554,0.055018425,0.0546,0.054186344,0.0538,0.053454041,0.0531,0.052714229,0.0523,0.051915646,0.0515,0.051160932,0.0508,16.5,,,,,
-0.0325,-0.032522678,-0.0325,-0.032588005,-0.0326,-0.032654524,-0.0327,-0.03269732,-0.0327,-0.032767177,-0.0328,-0.032873988,-0.0329,-0.033014655,-0.0331,-0.033185959,-0.0333,-0.033434272,-0.0336,-0.033791304,-0.034,-0.03422749,-0.0345,-0.034717798,-0.035,-0.035244942,-0.0355,-0.035817623,-0.0361,-0.03649497,-0.0369,-0.037277937,-0.0377,-0.038168788,-0.0386,-0.039075732,-0.0395,-0.039941072,-0.0404,-0.040797234,-0.0412,-0.041637301,-0.0421,-0.042458534,-0.0429,-0.043269634,-0.0437,-0.04403758,-0.0444,-0.044782758,-0.0452,18.5,,,,,
0.015,0.01504004,0.0151,0.015024781,0.015,0.014989734,0.015,0.014999866,0.015,0.014982104,0.0149,0.014888525,0.0148,0.014778137,0.0147,0.014618278,0.0145,0.014364481,0.0142,0.01403296,0.0138,0.013614774,0.0134,0.013117909,0.0129,0.012539625,0.0122,0.011880636,0.0115,0.011162639,0.0108,0.010374784,0.01,0.009484768,0.009,0.008645415,0.0083,0.007839561,0.0074,0.006945133,0.0065,0.006069422,0.0056,0.005225539,0.0048,0.004396558,0.004,0.003602386,0.0032,0.002829313,0.0024,20.5,,,,,
-0.0427,-0.042730331,-0.0428,-0.042818666,-0.0428,-0.042924643,-0.043,-0.04306674,-0.0431,-0.043182373,-0.0432,-0.043338895,-0.0434,-0.043528914,-0.0436,-0.043763995,-0.0439,-0.044066191,-0.0442,-0.044441342,-0.0447,-0.04488647,-0.0451,-0.045317411,-0.0455,-0.045808792,-0.0461,-0.046448231,-0.0468,-0.047142267,-0.0475,-0.047869563,-0.0483,-0.048727274,-0.0492,-0.04958868,-0.05,-0.050365686,-0.0508,-0.051143765,-0.0515,-0.051929355,-0.0523,-0.052710533,-0.0531,-0.053460121,-0.0538,-0.054186583,-0.0546,-0.054881811,-0.0552,22.5,,,,,
-0.0156,-0.015615821,-0.0157,-0.015719295,-0.0158,-0.015863895,-0.016,-0.016000032,-0.016,-0.016114473,-0.0162,-0.016301394,-0.0164,-0.016522288,-0.0166,-0.016767979,-0.0169,-0.017080188,-0.0172,-0.017491817,-0.0177,-0.01797843,-0.0182,-0.018505335,-0.0188,-0.019117594,-0.0194,-0.019801259,-0.0202,-0.02045238,-0.0207,-0.021166801,-0.0216,-0.022097945,-0.0226,-0.023014188,-0.0234,-0.023846745,-0.0243,-0.024700046,-0.0251,-0.025544286,-0.026,-0.026395559,-0.0268,-0.027226567,-0.0276,-0.028015733,-0.0284,-0.028761983,-0.0291,24.5,,,,,
-0.0178,-0.017863393,-0.0179,-0.018000245,-0.0181,-0.018166542,-0.0183,-0.018332481,-0.0184,-0.018469214,-0.0185,-0.018655658,-0.0188,-0.018884897,-0.019,-0.019148588,-0.0193,-0.019479513,-0.0197,-0.019925117,-0.0202,-0.020423532,-0.0207,-0.020970225,-0.0213,-0.02161634,-0.022,-0.022319913,-0.0227,-0.023003697,-0.0233,-0.023753643,-0.0242,-0.024686337,-0.0252,-0.025642753,-0.0261,-0.026534438,-0.027,-0.027413964,-0.0279,-0.02828908,-0.0287,-0.029170513,-0.0296,-0.030047536,-0.0305,-0.030877233,-0.0313,-0.031656623,-0.032,26.5,,,,,
-0.0051,-0.005169153,-0.0053,-0.005286932,-0.0053,-0.005390525,-0.0055,-0.005516529,-0.0056,-0.00564146,-0.0057,-0.005806804,-0.0059,-0.006013989,-0.0061,-0.00628078,-0.0064,-0.006602764,-0.0068,-0.006997705,-0.0072,-0.00745368,-0.0077,-0.007986546,-0.0083,-0.008606553,-0.0089,-0.009283304,-0.0096,-0.01002717,-0.0104,-0.010776997,-0.0111,-0.011608005,-0.0121,-0.01249361,-0.0129,-0.013341665,-0.0138,-0.014195204,-0.0146,-0.015030861,-0.0154,-0.01586163,-0.0163,-0.016696334,-0.0171,-0.017486572,-0.0179,-0.018244267,-0.0186,28.5,,,,,
-0.0215,-0.02153635,-0.0216,-0.021703243,-0.0218,-0.021892309,-0.022,-0.022071362,-0.0222,-0.022251725,-0.0224,-0.022503614,-0.0227,-0.022778869,-0.0229,-0.023073435,-0.0232,-0.023438573,-0.0236,-0.023899674,-0.0242,-0.024429202,-0.0247,-0.025013685,-0.0253,-0.025676131,-0.026,-0.026341558,-0.0267,-0.027037859,-0.0274,-0.027843595,-0.0283,-0.028800964,-0.0293,-0.029762268,-0.0302,-0.030646443,-0.0311,-0.031529665,-0.032,-0.032416701,-0.0329,-0.033301592,-0.0337,-0.034160018,-0.0346,-0.034985781,-0.0354,-0.035772562,-0.0362,32.5,,,,,
0.0265,0.026454926,0.0264,0.026226759,0.0261,0.025986552,0.0259,0.025788546,0.0257,0.025550604,0.0254,0.025308371,0.0252,0.025027871,0.0249,0.024688005,0.0245,0.024280429,0.024,0.023802638,0.0236,0.023257971,0.023,0.022655249,0.0224,0.021976709,0.0216,0.021176338,0.0208,0.020339489,0.0199,0.019479036,0.019,0.018493295,0.018,0.017491221,0.017,0.016627789,0.0162,0.015761614,0.0153,0.014849782,0.0144,0.013969302,0.0135,0.013085008,0.0126,0.012217522,0.0118,0.011398315,0.011,34.5,,,,,
-0.0251,-0.025149226,-0.0252,-0.025292397,-0.0254,-0.025457144,-0.0255,-0.025613189,-0.0257,-0.025817394,-0.0259,-0.026021838,-0.0261,-0.026235104,-0.0264,-0.026545644,-0.0267,-0.026878595,-0.027,-0.027272582,-0.0275,-0.027748108,-0.028,-0.028276801,-0.0286,-0.028895259,-0.0292,-0.029551744,-0.0299,-0.030213475,-0.0305,-0.030956984,-0.0314,-0.031840801,-0.0323,-0.032738686,-0.0332,-0.033579469,-0.034,-0.034417868,-0.0348,-0.03522706,-0.0356,-0.03600955,-0.0364,-0.036785603,-0.0372,-0.037534714,-0.0379,-0.038251758,-0.0386,36.5,,,,,
